in:dy_4,in:dx_0,in:dy_0,out:Deflection,out:Mass,img
3,-0.6,2,0.067107,162.188048,https://drive.google.com/uc?export=view&id=1HjU7N0NslEI1blnKYSoEDkeW0NSaE4mR
-1,-0.2,2,0.059229,261.226345,https://drive.google.com/uc?export=view&id=1LkT9CguSmALA59ZOlssXGI479yuIh5Gh
-0.2,-0.2,2,0.056008,227.883157,https://drive.google.com/uc?export=view&id=1K4JEuVAaDba8zGh4iZyZhdwvUFY-Aic5
0.6,-0.2,2,0.054539,195.738343,https://drive.google.com/uc?export=view&id=1MRcjpP_2VsrU_TdPX76ABUxB6rGauPkv
1.4,-0.2,2,0.06748,167.308078,https://drive.google.com/uc?export=view&id=1RoVmI9z9PzGM4EDkH0dl9G8A0pfLYTHk
2.2,-0.2,2,0.077302,151.153971,https://drive.google.com/uc?export=view&id=1TAru09Dtb74Lji7DoAfjy6qb361vzyNW
3,-0.2,2,0.053402,150.097963,https://drive.google.com/uc?export=view&id=1Q1SCDLKmnzj66r-P0eGXfQziwkiF8Hom
-1,0.2,2,0.059577,253.636304,https://drive.google.com/uc?export=view&id=1S572S0nVMCO8HrX8sojPEm2pSD1YHdDF
-0.2,0.2,2,0.056825,220.888707,https://drive.google.com/uc?export=view&id=1LQoavwU5GLDJ5cTXhxwGwVTSH-_VRx-C
0.6,0.2,2,0.05696,189.870728,https://drive.google.com/uc?export=view&id=1KKA7G3v_okfREcd4Tiv7_dGismz6UMio
1.4,0.2,2,0.075238,163.218217,https://drive.google.com/uc?export=view&id=1Skw5FgiV-f1F_xijs4lbiKlmUln6oIWd
2.2,0.2,2,0.086292,146.200736,https://drive.google.com/uc?export=view&id=1RE1zRu2uSNw9_HP7szV0rmMCPMWjgZxV
3,0.2,2,0.048682,140.538119,https://drive.google.com/uc?export=view&id=1JYOo-dzAXEwCy7Khak5vh3VZgLKhRaFT
-1,0.6,2,0.060571,247.687077,https://drive.google.com/uc?export=view&id=1NV1262M1IiT3azwTRKftkXg-YSxLOABP
-0.2,0.6,2,0.058604,215.79505,https://drive.google.com/uc?export=view&id=1QzaUu2ys1L5X4uTJL_ku4QkMFWfuKq5M
0.6,0.6,2,0.060693,186.047034,https://drive.google.com/uc?export=view&id=1J6s5POQ3v7dro5YqYwXlE7vBzACW_J4h
1.4,0.6,2,0.08132,160.719188,https://drive.google.com/uc?export=view&id=1PfPyXEQK30S3q6r9i6V1Oym3VBMP9Zlp
2.2,0.6,2,0.086776,143.00806,https://drive.google.com/uc?export=view&id=1ITu-cJAiFAW9YA6xWNHPpwSza-Va3X5p
3,0.6,2,0.054813,133.64678,https://drive.google.com/uc?export=view&id=1PjzizeIOzWJgpJf4wn7MBPjP6ZyBELQM
-1,1,2,0.0704,190.375673,https://drive.google.com/uc?export=view&id=1KkmJ04bfsNSdQYU_fHkJ44_kfS46jonl
-0.2,1,2,0.068724,168.206091,https://drive.google.com/uc?export=view&id=1Sv0aAzk-W7kM_5D5cM9rzbC4LEf75AMY
0.6,1,2,0.0703,148.460825,https://drive.google.com/uc?export=view&id=1QHoki8uRF_t3UoD7g8D902NeJdHYWBxf
1.4,1,2,0.086231,132.975648,https://drive.google.com/uc?export=view&id=1UFDccDsaV8DmVQBV4u46lVeHQU6uLhPX
2.2,1,2,0.090066,123.759207,https://drive.google.com/uc?export=view&id=1KtA5Y-D5KwUpbX3igE81NpguUfinAQJb
3,1,2,0.064307,121.004048,https://drive.google.com/uc?export=view&id=1Tf2KfXQq6H4-Tw3TbElBB0L4lBM0JTDx
